Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
Santiago                 ,B03,1600115                        ,CUADERNO CALIGRAFIX CUADRICULA 5B,8,3020,2768,A PEDIDO,EDUCACIÓN                               
Santiago                 ,B03,1801800                        ,ANILLO PLASTICO DIAZOL 18MM NEGRO,400,67.41,79.2,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1802615                        ,POST-IT 3M 5416 AMARILLO GREENER 6UN 75HJ,19,5342,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2000053                        ,CARP RHEIN FAST OFICIO AZUL,77,457.98,637.8,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2000131                        ,LIBRETA RHEIN BANCO ESPIRAL 51HJS,107,1294,2473,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2220352                        ,ARCH TORRE CARTA ANGOSTO BURDEO 515A,24,1840,1840,STOCK,LIBRERÍA                                
Santiago                 ,B03,2220555                        ,BL APUNTE COLON OFICIO COMPOSICION 80HJ,77,1452,1210,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223188                        ,C.U. TORRE CLASICO CIUDAD 7MM 100HJ,45,910,910,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226145                        ,PERFORADOR TORRE 738,11,13995,13995,STOCK,LIBRERÍA                                
Santiago                 ,B03,3003650                        ,(LA.BO.PILOT BPS 0.7 VERDE),113,421,648,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3008512                        ,TINTA PILOT MARCADOR PERMANENTE AZUL 30CC,55,1407.6,1789,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3008657                        ,RPTO LA.BO.PILOT FRIXION BALL 0.7MM AZUL,17,1053.1666,1054,STOCK,LIBRERÍA                                
Santiago                 ,B03,3202513                        ,REPUESTO TINTA PILOT V BOARD MASTER ROJO,8,684,684,STOCK,LIBRERÍA                                
Santiago                 ,B03,3205263                        ,"CAJA ARCHIVO MEMPHIS AMERICANA 40,5X30X26 CM",75,2162,2162,STOCK,LIBRERÍA                                
Santiago                 ,B03,3501059                        ,MARCADOR ARTLINE 5109A ROJO,32,1442,1442,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3800203                        ,SEPARADOR BANGRAFICA OFICIO SATINADO 6DIV,210,462,462,STOCK,LIBRERÍA                                
Santiago                 ,B03,3801044                        ,ESPIRAL OFFILINE 16MM BLANCO,400,32,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1110030                        ,C.COLLEGE COLON LISO 5MM 80HJ,3,420,420,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300041                        ,DESODORANTE AMB AROM JARDÍN LAVANDA 360 CC 225 GR,197,992,992,STOCK,ASEO                                    
Santiago                 ,B03,1300042                        ,DESODORANTE AMB AROM VAINILLA EN FLOR 360 CC 225 GR,102,992,992,STOCK,ASEO                                    
Santiago                 ,B03,1300052                        ,LUSTRAMUEBLE CREMA VIRGINIA VAINILLA 250ML,67,923,987,STOCK,ASEO                                    
Santiago                 ,B03,1300066                        ,LIMPIAVIDRIO MULTIUSO IGENIX 5LT,4,4359,4359,QUIEBRE-L,ASEO                                    
Santiago                 ,B03,1300072                        ,CERA VIRGINIA PISOS PLASTICOS INCOLORA 5LT 1,6,6620,6805,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300204                        ,(BOLSA EUROPLAS GRANDE 40 X 50 CMS CON MANGO),69,1673,0,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300285                        ,BOLSA BASURA VTX PRO TRANSPARENTE 50X70 10UN,5,624,758,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300371                        ,REPUESTO MOPA HUMEDA VTX-PRO ALGODÓN 24OZ,32,3183,3343,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300373                        ,PORTA MOPA VTX-PRO METALICO CABEZAL PLAS. 1UN,3,4719,4908,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300485                        ,PAPEL HIGIENICO TORK PREM JUMBO D/H 250M 6UN,13,16203,16203,STOCK,ASEO                                    
Santiago                 ,B03,1300648                        ,LIMPIADOR DESINFECTANTE VIRUTEX LAVANDA 4000 ML,6,3307,3307,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300874                        ,INSECTICIDA KILLER TODO INSECTO 560CC,204,1962,1962,STOCK,ASEO                                    
Santiago                 ,B03,1300876                        ,INSECTICIDA KILLER ARAÑAS Y CUCARACHAS 560CC,134,1962,1962,STOCK,ASEO                                    
Santiago                 ,B03,1301044                        ,CERA LÍQUIDA TREMEX AUTOBRILLO INCOLORA 5LT,38,5759,5759,STOCK,ASEO                                    
Santiago                 ,B03,1301048                        ,CLORO GEL TREMEX TRADICIONAL 5 LITROS,4,4299,4299,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301059                        ,LUSTRAMUEBLES TREMEX TRADICIONAL 5 LTS,4,7919,7919,STOCK,ASEO                                    
Santiago                 ,B03,1301125                        ,DISPENSADOR ELITE JABON MULTIFLEX NEGRO ,2,15247,15247,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301214                        ,ESPONJA METALICA VIRUTEX INOXIDABLE PLATINUM,51,665,900,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301237                        ,BALS CLASICO 410 BBYL,6,1272,1319,STOCK,ASEO                                    
Santiago                 ,B03,1301285                        ,GUANTE IMPEKE MULTIUSO AMARILLO TALLA M,641,510,510,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301373                        ,LIMPIA VIDRIO DOÑA FRESIA GATILLO 1LT,10,2100,2100,STOCK,ASEO                                    
Santiago                 ,B03,1301396                        ,DISP. TOALLA INTERFOLIADA TORK,3,15894,17524,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301424                        ,PAPEL HIGIENICO TORK UNIV JUMBO H/S 300M 12UN,31,1609,20879,DE SALIDA,ASEO                                    
Santiago                 ,B03,1800363                        ,OPALINA HILADA DIAZOL OFICIO 200GR MAYONNAISE,2,63.2,63.2,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,1802537                        ,ANILLO PLASTICO DIAZOL 12MM BLANCO,100,36,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2000425                        ,"ARCH RHEIN PRESENT CARTA 3ANILLO 2,0 BLANCO",106,1671,2437.2,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2220332                        ,ARCH TORRE TOP OFICIO AZUL OSCURO 518H,14,2585,2585,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221216                        ,TURNO MATIC ROLLO BOLETO ENUMERADO,78,1750,1750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221218                        ,TURNO MATIC ROLLO BOLETO ENUMERADO CELESTE,40,1750,1750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221482                        ,ARCH AUCA LETRA ANCHO L8,41,1185,1185,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221514                        ,CARPETA BUHO CON ELASTICO VERDE CLARO,65,680,680,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221865                        ,C.U. TORRE CLASICO LISO 5MM 100HJ,22,1004,1005,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223051                        ,ARCH TORRE OFICIO SCOTLAND ANCHO M/P,12,2079,2080,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2225469                        ,CARTON FORRADO MEDIUM 210GR,46,323,323,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300234                        ,FILTRO SOLAR SIMONDS SPF 50+ 1000 ML,4,12825,12825,STOCK,ASEO                                    
Santiago                 ,B03,1300238                        ,HISOPOS SIMONDS PT0219C 200 UNIDADES,9,894,1204,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300402                        ,CEPILLO DE DIENTES AQUAFRESH INFANTIL UNIDAD,5,1957,1957,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300496                        ,CONTENEDOR BASURA VIRUTEX PRO 360 LTS,1,92756,91541,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300623                        ,SHAMPOO SIMONDS CAMOMILLA 610ML,11,2346,2523,STOCK,ASEO                                    
Santiago                 ,B03,1300651                        ,LIMPIADOR WC VIRUTEX TASA CANASTO LAVANDA,3,513,566,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300850                        ,DETERGENTE OMO MATIC POLVO BOLSA 800G,28,1479,1479,STOCK,ASEO                                    
Santiago                 ,B03,1300852                        ,BALSAMO LABIAL RAYTAN MENTA SPF15 8GR,5,792,876,QUIEBRE-C,ASEO                                    
Santiago                 ,B03,1300902                        ,REPUESTO MOPA SCOTCH-BRITE ATRAP. MICROFIBRA,263,2701,4679,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301010                        ,INSECTICIDA RAID LIQ ELECT APARATO 45 NOCHES,4,4353,4563,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301038                        ,PAÑO VIRUTEX MICROFIBRA ROJO 40*40 5UN,26,2895,2895,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301075                        ,JABON TREMEX LIQUIDO 1 LTS SACHET FLORAL,150,3599,3599,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301094                        ,BOLSA BASURA VTX PRO BIOROLLO 70X90 10U,1661,645,645,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301148                        ,BOLSA BASURA VTX BIOROLLO 80X110 10U,365,817,817,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301180                        ,LIMPIAVIDRIOS LIQUIDO TREMEX ORGANIC 5LT,2,3299,3299,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301219                        ,PAPEL HIGIENICO TORK H/S 100M 4UN,47,2250,2363,STOCK,ASEO                                    
Santiago                 ,B03,1301320                        ,JABON LIQUIDO TORK ELEVATION 1LT,30,6965,6965,STOCK,ASEO                                    
Santiago                 ,B03,1301353                        ,DESINFECTANTE IGENIX AEROSOL 480 CC,87,1495,1663,QUIEBRE-C,ASEO                                    
Santiago                 ,B03,1301422                        ,GUANTE AMARILLO VIRUTEX CONVENIENTE TALLA M,59,799,799,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301500                        ,PAÑAL COTIDIAN PREMIUM TALLA G 20UN,1,8675,8625,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301562                        ,PALA C/MANGO AZUL,73,1210,1210,STOCK,ASEO                                    
Santiago                 ,B03,1301679                        ,TOALLAS DESINFECTANTES VIRUTEX 400UN,8,8900,8900,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,2000187                        ,LIBRO ACTA RHEIN 100HJS,3,3326,3325.72,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2221253                        ,CLIP TORRE 33MM PUNTA TRIANGULAR,75,250,250,QUIEBRE-C,LIBRERÍA                                
Santiago                 ,B03,2223199                        ,LAPIZ ALCOHOL TORRE 12 COLOR,53,815,815,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223698                        ,CARPETA TORRE CARTON CORRUGADO 6PL/6COL,27,940,940,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223916                        ,CARPETA TORRE P. MILIMETRADO 21X30 15HJ/10PL,11,908,910,STOCK,LIBRERÍA                                
Santiago                 ,B03,2225589                        ,"CAJA ARCHIVO COLON COMPUTACIONAL 47X15,3X32CM",90,1295,1295,STOCK,LIBRERÍA                                
Santiago                 ,B03,2610101                        ,TOALLA DE PAPEL ELITE D/H 24M 2UN,5,1789,1789,STOCK,ASEO                                    
